athlete_id,athlete_name,gender,age,date_of_birth,nationality,country_name,sport,event,games_type,year,host_city,team_or_individual,medal,result_value,result_unit,total_olympics_attended,total_medals_won,gold_medals,silver_medals,bronze_medals,country_total_gold,country_total_medals,country_first_participation,country_best_rank,is_record_holder,coach_name,height_cm_bad,weight_kg_bad,notes,height_cm,weight_kg
ATH-07904,Akiko Constantin,Female,34,11/15/1990,NOR,Norway,Short Track Speed Skating,500m W,Winter,1968,Grenoble,Individual,No Medal,334.366,seconds,4,7,1,2,4,148,392,1900,2,No,Béla Károlyi,160,73.2,-,3.25749E-70,1.62048E-32
ATH-07905,Tomasz Bernard,Male,19,4/11/2005,GER,Germany,Swimming,50m Freestyle,Summer,1896,Athens,Individual,Bronze,139.411,seconds,4,4,1,2,1,275,854,1896,2,No,Marcus O'Sullivan,182.3,90.9,Olympic Debut,6.73156E-80,3.33144E-40
ATH-07906,Arjun Bekele,Male,26,9/24/1998,ETH,Ethiopia,Basketball,Women's Basketball,Summer,2024,Paris,Team,No Medal,18.821,points,4,7,4,0,3,25,57,1956,30,No,Vladimir Alekna,195.8,87.2,Technical violation,9.2287E-86,1.34748E-38
ATH-07907,Iryna Dupont,Female,33,11/11/1991,ROM,Romania,Luge,Men's Singles,Winter,1952,Oslo,Individual,No Medal,52.771,seconds,3,8,1,4,3,89,307,1924,8,No,Bob Bowman,176.6,78.7,-,2.01184E-77,6.62254E-35
ATH-07908,Lasha Rusu,Male,16,12/26/2008,ARG,Argentina,Short Track Speed Skating,Mixed Team Relay,Winter,1968,Grenoble,Individual,No Medal,59.941,seconds,1,3,2,1,0,23,77,1920,30,No,John Smith,162.6,81.6,-,2.41945E-71,3.64393E-36
ATH-07909,Carina Wu,Female,19,11/25/2005,FIN,Finland,Triathlon,Men's Triathlon,Summer,1908,London,Individual,No Medal,4340.289,seconds,1,4,4,0,0,161,459,1908,3,No,Bao Chünlai,165.5,60.5,Personal Best,1.33126E-72,5.31109E-27
ATH-07910,Akiko Hernandez,Female,16,9/5/2008,SUI,Switzerland,Archery,Individual M,Summer,1904,St. Louis,Individual,Bronze,283.226,points,4,5,0,4,1,70,203,1896,12,No,Virgilijus Alekna,182.2,76.1,-,7.43953E-80,8.91641E-34
ATH-07911,Constantin Müller,Male,38,9/2/1986,FRA,France,Biathlon,Individual W,Winter,1976,Innsbruck,Individual,No Medal,2569.545,seconds,3,7,0,2,5,248,844,1896,3,No,Marcus O'Sullivan,178.2,76.5,Youngest competitor,4.06184E-78,5.97685E-34
ATH-07912,Agnieszka Popescu,Female,21,3/5/2003,MEX,Mexico,Curling,Women's Curling,Winter,1980,Lake Placid,Team,No Medal,5.346,points,3,8,8,0,0,14,72,1924,35,No,Virgilijus Alekna,178,87.6,Personal Best,4.96115E-78,9.0324E-39
ATH-07913,Yuki Thomas,Male,28,5/22/1996,FRA,France,Judo,Half-Middleweight,Summer,1896,Athens,Individual,No Medal,8.282,ippon,2,7,2,5,0,248,844,1896,3,No,Anna Tarkhanova,182.9,59.4,Youngest competitor,3.69436E-80,1.59554E-26
ATH-07914,Ashley White,Female,41,9/10/1983,USA,United States,Taekwondo,-68kg M,Summer,1920,Antwerp,Individual,No Medal,6.133,points,3,7,6,1,0,1061,2638,1896,1,No,Valentin Lalev,167.2,57,Comeback after injury,2.43199E-73,1.75879E-25
ATH-07915,Sunita Sokolov,Female,38,9/22/1986,BUL,Bulgaria,Weightlifting,55kg,Summer,2020,Tokyo,Individual,Bronze,137.264,kg,2,7,3,1,3,54,224,1896,15,No,Vladimir Alekna,184.3,130.3,Disqualified (false start),9.11018E-81,2.57887E-57
ATH-07916,Anthony Gantulga,Male,15,1/20/2009,ROM,Romania,Skeleton,Men's Skeleton,Winter,2014,Sochi,Individual,No Medal,190.113,seconds,2,8,0,4,4,89,307,1924,8,No,Dan Pfaff,172.5,63.9,-,1.21395E-75,1.77249E-28
ATH-07917,Robert Martirosyan,Male,26,11/20/1998,MEX,Mexico,Football (Soccer),Men's Football,Summer,1996,Atlanta,Team,No Medal,0.905,goals,2,3,1,0,2,14,72,1924,35,No,Vladimir Alekna,179.2,79.6,Record broken next day,1.49427E-78,2.69252E-35
ATH-07918,Vikram Robinson,Male,41,5/20/1983,SNG,Singapore,Speed Skating,500m W,Winter,1960,Squaw Valley,Team,No Medal,198.899,seconds,2,6,3,0,3,1,5,1948,62,No,Arthur Lydiard,163.2,62.1,Disqualified (false start),1.32782E-71,1.07229E-27
ATH-07919,Asha Kaminski,Female,42,4/18/1982,CZE,Czech Republic,Judo,Middleweight,Summer,2024,Paris,Individual,No Medal,5.377,ippon,1,7,6,0,1,32,114,1996,28,No,Virgilijus Alekna,167,76.1,Personal Best,2.97045E-73,8.91641E-34
ATH-07920,Anthony Phelps,Male,21,3/16/2003,CUB,Cuba,Shooting,Trap W,Summer,1904,St. Louis,Individual,No Medal,237.785,points,1,5,1,4,0,82,226,1900,8,No,Andrei Socaci,164.5,72,-,3.61874E-72,5.38019E-32
ATH-07921,Adam Wójcik,Male,41,4/9/1983,AUT,Austria,Speed Skating,Team Pursuit M,Winter,1980,Lake Placid,Team,No Medal,163.194,seconds,2,8,6,2,0,59,196,1896,18,No,John Smith,182.6,71.3,-,4.98686E-80,1.08344E-31
ATH-07922,Justyna Hakobyan,Female,25,11/10/1999,ESP,Spain,Swimming,400m Freestyle,Summer,1900,Paris,Individual,Gold,74.685,seconds,4,4,2,0,2,50,170,1900,18,No,Bao Chünlai,188.8,83.4,Photo-finish silver,1.01205E-82,6.02338E-37
ATH-07923,Camelia Davaadorj,Female,19,1/9/2005,JPN,Japan,Short Track Speed Skating,500m M,Winter,1972,Sapporo,Team,No Medal,112.307,seconds,5,4,2,1,1,170,497,1912,3,No,Vladimir Alekna,172.9,81.4,Personal Best,8.13737E-76,4.45071E-36
ATH-07924,Xia Karimov,Female,42,3/24/1982,POR,Portugal,Alpine Skiing,Giant Slalom W,Winter,1932,Lake Placid,Individual,No Medal,199.719,seconds,5,0,0,0,0,6,29,1912,50,No,Virgilijus Alekna,178.2,94,-,4.06184E-78,1.50079E-41
ATH-07925,Mihai Yang,Male,22,7/22/2002,THA,Thailand,Short Track Speed Skating,500m M,Winter,1994,Lillehammer,Individual,No Medal,203.582,seconds,4,2,2,0,0,13,35,1952,40,No,Sandor Szabo,172.9,66.8,-,8.13737E-76,9.75278E-30
ATH-07926,Antoine Robert,Male,36,11/10/1988,AUT,Austria,Diving,3m Synchronized Springboard M,Summer,1900,Paris,Individual,No Medal,257.043,points,1,4,2,0,2,59,196,1896,18,No,Khristo Hristov,160.7,78.4,Withdrew - injury,1.61762E-70,8.93949E-35
ATH-07927,Mei Lee,Female,29,1/23/1995,SUI,Switzerland,Rowing,Four M,Summer,1900,Paris,Individual,No Medal,494.419,seconds,1,0,0,0,0,70,203,1896,12,No,Hiroshi Hoketsu,195.7,72,-,1.01993E-85,5.38019E-32
ATH-07928,Susan Kamau,Female,19,2/26/2005,POR,Portugal,Shooting,10m Air Rifle W,Summer,2012,London,Individual,Silver,166.3,points,1,3,2,1,0,6,29,1912,50,Olympic Record,Yury Zakharevich,183.3,57.7,First from country,2.4764E-80,8.7339E-26
ATH-07929,Min-jun Liu,Male,21,11/10/2003,COL,Colombia,Short Track Speed Skating,Mixed Team Relay,Winter,1992,Albertville,Team,No Medal,390.123,seconds,5,0,0,0,0,8,24,1932,48,No,Marcus O'Sullivan,178.1,77.8,National Record,4.48903E-78,1.62888E-34
ATH-07930,Ilham Kuznetsov,Male,37,8/9/1987,HUN,Hungary,Shooting,Trap M,Summer,1904,St. Louis,Individual,Bronze,207.889,points,5,8,3,4,1,182,536,1896,5,No,Yury Zakharevich,192.6,86.4,-,2.26403E-84,2.99886E-38
ATH-07931,Sifan Petrosyan,Female,30,8/14/1994,CUB,Cuba,Shooting,Trap W,Summer,1904,St. Louis,Individual,No Medal,165.904,points,5,3,0,1,2,82,226,1900,8,No,Vladimir Alekna,169.3,90.2,-,2.97813E-74,6.70869E-40
ATH-07932,Nisha Gebrselassie,Female,15,9/12/2009,DEN,Denmark,Archery,Team W,Summer,1996,Atlanta,Team,Gold,241.247,points,1,6,3,0,3,66,260,1896,10,No,Lauren Lynde,188.8,59.1,Photo-finish silver,1.01205E-82,2.15375E-26
ATH-07933,Jessica Shevchenko,Female,32,7/8/1992,BEL,Belgium,Alpine Skiing,Giant Slalom M,Winter,2022,Beijing,Individual,No Medal,135.574,seconds,5,4,3,0,1,43,158,1900,20,No,Glen Mills,181.7,86.4,-,1.22657E-79,2.99886E-38
ATH-07934,Julien Costa,Male,15,4/12/2009,BEL,Belgium,Rowing,Pair M,Summer,1908,London,Team,No Medal,501.616,seconds,1,1,0,0,1,43,158,1900,20,No,Dan Pfaff,190.2,74.9,Weather-affected,2.49568E-83,2.96035E-33
ATH-07935,Haile Kowalczyk,Male,21,6/24/2003,BEL,Belgium,Gymnastics (Artistic),Horizontal Bar,Summer,1912,Stockholm,Individual,No Medal,15.806,points,4,8,3,4,1,43,158,1900,20,No,Dan Pfaff,146.8,61.9,Personal Best,1.76023E-64,1.3097E-27
ATH-07936,Mihai Lee,Male,23,3/24/2001,GBR,Great Britain,Diving,10m Platform M,Summer,1996,Atlanta,Individual,Bronze,425.174,points,4,2,1,0,1,285,896,1896,2,No,Gennadi Touretski,166,76.2,National Record,8.07451E-73,8.0679E-34
ATH-07937,Lars Greco,Male,20,1/27/2004,MGL,Mongolia,Bobsled,2-man M,Winter,1988,Calgary,Team,No Medal,200.852,seconds,4,0,0,0,0,3,21,1964,52,No,John Smith,185.9,99.6,Weather-affected,1.83931E-81,5.5497E-44
ATH-07938,Iryna Jackson,Female,21,3/21/2003,FIN,Finland,Canoe/Kayak,Canoe Slalom K-1 M,Summer,1996,Atlanta,Individual,No Medal,536.264,seconds,1,4,0,2,2,161,459,1908,3,No,Glen Mills,193.2,64.9,Oldest medalist,1.24253E-84,6.52061E-29
ATH-07939,Gabriela Huseynov,Female,16,7/24/2008,ESP,Spain,Basketball,3x3 Women's,Summer,2020,Tokyo,Team,No Medal,14.947,points,3,7,7,0,0,50,170,1900,18,No,John Smith,192.1,129.4,Comeback after injury,3.73276E-84,6.34299E-57
ATH-07940,Betty Orlov,Female,20,6/22/2004,DEN,Denmark,Fencing,Foil Individual W,Summer,1904,St. Louis,Team,No Medal,5.322,touches,2,0,0,0,0,66,260,1896,10,Olympic Record,Bob Bowman,169,72.7,Weather-affected,4.02006E-74,2.67172E-32
ATH-07941,Sofia Gupta,Female,24,11/28/2000,NZL,New Zealand,Athletics,20km Race Walk,Summer,2000,Sydney,Individual,No Medal,173.337,seconds,5,0,0,0,0,46,116,1908,25,No,Glen Mills,165.9,103.1,Equipment issue,8.92371E-73,1.67586E-45
ATH-07942,Luca Lee,Male,41,12/22/1983,ARMinistration,Armenia,Volleyball,Women's Indoor Volleyball,Summer,1996,Atlanta,Team,Silver,7.863,points,5,4,1,1,2,4,18,1996,50,No,Andrei Chemerkin,192.3,103,Olympic Debut,3.05613E-84,1.85212E-45
ATH-07943,Anthony Kvinikadze,Male,42,11/10/1982,CRO,Croatia,Diving,3m Synchronized Springboard W,Summer,2004,Athens,Individual,No Medal,373.401,points,1,4,2,1,1,12,50,1992,38,No,Jon Drummond,158.9,69.5,-,9.78604E-70,6.55441E-31
ATH-07944,Radek Gupta,Male,35,11/14/1989,VEN,Venezuela,Gymnastics (Artistic),Pommel Horse,Summer,2004,Athens,Individual,No Medal,13.359,points,2,5,0,4,1,2,14,1948,58,No,Arthur Lydiard,152.3,44.2,Photo-finish silver,7.19367E-67,6.37065E-20
ATH-07945,Jae-won Garcia,Male,29,4/6/1995,JAM,Jamaica,Basketball,3x3 Women's,Summer,2016,Rio de Janeiro,Team,No Medal,21.718,points,1,4,4,0,0,28,94,1948,22,No,Virgilijus Alekna,196.1,86.2,-,6.83679E-86,3.66282E-38
ATH-07946,Rahul Zhao,Male,28,7/7/1996,KEN,Kenya,Short Track Speed Skating,1000m M,Winter,1988,Calgary,Individual,No Medal,45.035,seconds,3,6,2,2,2,38,109,1956,20,No,Tadashi Suzuki,177.6,69.3,Record broken next day,7.40116E-78,8.00557E-31
ATH-07947,Ketevan Sokolov,Female,28,1/4/1996,GER,Germany,Wrestling,Freestyle 57kg,Summer,1912,Stockholm,Individual,No Medal,3.708,points,4,1,1,0,0,275,854,1896,2,No,Bob Bowman,172.8,80.1,Record broken next day,8.99318E-76,1.6331E-35
ATH-07948,Anjali Robinson,Female,22,3/16/2002,BLR,Belarus,Wrestling,Greco-Roman 97kg,Summer,2000,Sydney,Individual,No Medal,2.898,points,2,5,5,0,0,24,75,1996,33,World Record,Andrei Socaci,158.9,129.8,Personal Best,9.78604E-70,4.25183E-57
ATH-07949,Enkhjargal Nikitin,Female,40,1/21/1984,ARG,Argentina,Volleyball,Women's Beach Volleyball,Summer,1920,Antwerp,Team,Gold,15.553,points,3,4,4,0,0,23,77,1920,30,No,Percy Cerutty,207.1,66.6,-,1.14186E-90,1.19121E-29
ATH-07950,David Lochte,Male,27,9/6/1997,NZL,New Zealand,Rowing,Pair M,Summer,2004,Athens,Individual,Bronze,414.752,seconds,3,7,2,0,5,46,116,1908,25,No,Arthur Lydiard,180.4,80.5,Comeback after injury,4.50065E-79,1.0947E-35
ATH-07951,Brian Li,Male,19,10/27/2005,NZL,New Zealand,Rowing,Double Sculls M,Summer,1912,Stockholm,Team,No Medal,501.642,seconds,2,2,1,1,0,46,116,1908,25,No,Andrei Chemerkin,191.9,77.8,Technical violation,4.5592E-84,1.62888E-34
ATH-07952,Salome Martirosyan,Female,20,4/14/2004,GER,Germany,Football (Soccer),Men's Football,Summer,1920,Antwerp,Team,No Medal,13.662,goals,5,1,0,0,1,275,854,1896,2,World Record,Andrei Chemerkin,183.6,77.1,Oldest medalist,1.83457E-80,3.28016E-34
ATH-07953,Paolo Williams,Male,40,5/3/1984,HKG,Hong Kong,Boxing,Bantamweight,Summer,2008,Beijing,Individual,No Medal,3.994,points,1,5,0,2,3,3,9,1952,60,Olympic Record,Bao Chünlai,160,84.8,Olympic Debut,3.25749E-70,1.48535E-37
ATH-07954,Nancy Haile,Female,34,1/16/1990,BUL,Bulgaria,Diving,3m Springboard M,Summer,1900,Paris,Individual,Gold,382.093,points,3,3,3,0,0,54,224,1896,15,No,Dan Pfaff,182.2,50.4,Disqualified (false start),7.43953E-80,1.29288E-22
ATH-07955,Bingxue Yang,Male,42,5/11/1982,SWE,Sweden,Ski Jumping,Mixed Team,Winter,1932,Lake Placid,Team,No Medal,122.491,metres,2,0,0,0,0,200,648,1896,4,No,Andrei Socaci,167.3,51.2,Photo-finish silver,2.20056E-73,5.80928E-23
ATH-07956,Mariam Lochte,Female,33,3/13/1991,CZE,Czech Republic,Taekwondo,-67kg W,Summer,2012,London,Individual,No Medal,7.592,points,4,3,3,0,0,32,114,1996,28,No,Andrei Chemerkin,185.4,51.4,Weather-affected,3.03252E-81,4.75624E-23
ATH-07957,Mariam Wójcik,Female,40,5/28/1984,SRB,Serbia,Cycling,Mountain Bike Cross-Country,Summer,2024,Paris,Individual,No Medal,14902.356,seconds,4,4,0,4,0,10,36,2008,40,No,Jon Drummond,171.2,70.9,Weather-affected,4.45435E-75,1.6163E-31
ATH-07958,Mariam Yadav,Female,26,1/26/1998,FRA,France,Curling,Men's Curling,Winter,1932,Lake Placid,Team,Gold,11.274,points,5,8,6,0,2,248,844,1896,3,No,Hiroshi Hoketsu,168.9,74.2,-,4.44285E-74,5.96142E-33
ATH-07959,Giorgi Bekele,Male,36,7/11/1988,ITA,Italy,Taekwondo,-68kg M,Summer,1920,Antwerp,Individual,No Medal,13.475,points,2,5,3,1,1,247,753,1900,4,World Record,Bao Chünlai,191.5,76,-,6.80153E-84,9.85415E-34
ATH-07960,Florent Costa,Male,29,1/7/1995,POL,Poland,Gymnastics (Artistic),Rings,Summer,2016,Rio de Janeiro,Individual,No Medal,12.347,points,5,4,1,2,1,72,297,1924,9,World Record,Lauren Lynde,165.3,58.7,-,1.62601E-72,3.21302E-26
ATH-07961,Elaine Wanjiku,Female,41,4/13/1983,POR,Portugal,Swimming,200m Butterfly,Summer,2016,Rio de Janeiro,Individual,No Medal,947.462,seconds,5,1,1,0,0,6,29,1912,50,No,John Smith,192.5,70.5,Equipment issue,2.50214E-84,2.41123E-31
ATH-07962,Lela Orlov,Female,20,12/18/2004,CAN,Canada,Swimming,4x200m Freestyle Relay,Summer,1912,Stockholm,Individual,No Medal,853.747,seconds,2,3,1,1,1,118,381,1900,6,No,Alberto Salazar,167.3,69.9,-,2.20056E-73,4.39355E-31
ATH-07963,Romain Ivanov,Male,22,6/22/2002,ARMinistration,Armenia,Diving,10m Platform W,Summer,2016,Rio de Janeiro,Individual,No Medal,522.695,points,2,5,4,1,0,4,18,1996,50,No,Wei Ping,174.2,49.1,First from country,2.21769E-76,4.74396E-22
ATH-07964,Anjali Volkov,Female,19,9/14/2005,NGR,Nigeria,Football (Soccer),Women's Football,Summer,2004,Athens,Team,No Medal,9.671,goals,2,2,1,0,1,13,32,1952,40,No,Virgilijus Alekna,169.7,66.2,Equipment issue,1.9963E-74,1.77707E-29
ATH-07965,Nikolai Hernandez,Male,23,2/3/2001,FRA,France,Speed Skating,Mass Start W,Winter,1932,Lake Placid,Individual,No Medal,54.641,seconds,4,4,0,4,0,248,844,1896,3,No,Renato Canova,184.8,64.5,Oldest medalist,5.5256E-81,9.7276E-29
ATH-07966,Salome Moore,Female,36,2/7/1988,ITA,Italy,Alpine Skiing,Giant Slalom M,Winter,1984,Sarajevo,Individual,No Medal,310.387,seconds,5,7,4,3,0,247,753,1900,4,No,Glen Mills,165.7,96.5,National Record,1.08994E-72,1.23192E-42
ATH-07967,Alexandra Esposito,Female,37,9/5/1987,SWE,Sweden,Speed Skating,Mass Start M,Winter,1936,Garmisch-Partenkirchen,Team,No Medal,837.162,seconds,3,7,6,1,0,200,648,1896,4,World Record,Hiroshi Hoketsu,191,63.4,-,1.12138E-83,2.92233E-28
ATH-07968,Sergei Miller,Male,39,4/21/1985,EGY,Egypt,Ice Hockey,Men's Ice Hockey,Winter,1994,Lillehammer,Team,Gold,6.342,goals,1,4,3,0,1,8,28,1912,45,Olympic Record,Jon Drummond,175.6,96.2,Photo-finish silver,5.46876E-77,1.66292E-42
ATH-07969,Shota Kravchenko,Male,26,11/3/1998,CZE,Czech Republic,Athletics,800m Run,Summer,2008,Beijing,Individual,Bronze,268.182,seconds,4,5,2,2,1,32,114,1996,28,No,Bob Bowman,196.7,109,Equipment issue,3.75211E-86,4.59094E-48
ATH-07970,Pierre Johnson,Male,39,12/5/1985,COL,Colombia,Alpine Skiing,Giant Slalom M,Winter,1960,Squaw Valley,Individual,No Medal,175.927,seconds,2,1,1,0,0,8,24,1932,48,No,Bao Chünlai,172,89,Technical violation,2.00147E-75,2.22736E-39
ATH-07971,Guram Petrov,Male,42,11/14/1982,JPN,Japan,Wrestling,Freestyle 74kg,Summer,2020,Tokyo,Individual,No Medal,7.598,points,3,7,1,5,1,170,497,1912,3,No,Dan Pfaff,174.8,99.8,-,1.2171E-76,4.54371E-44
ATH-07972,Giulia Karimov,Female,28,4/24/1996,FIN,Finland,Short Track Speed Skating,3000m Relay W,Winter,1936,Garmisch-Partenkirchen,Individual,No Medal,443.725,seconds,2,8,1,4,3,161,459,1908,3,No,Alberto Salazar,171.3,77.7,Season Best,4.03047E-75,1.80019E-34
ATH-07973,Dorothy Ferreira,Female,41,11/22/1983,JPN,Japan,Triathlon,Women's Triathlon,Summer,1912,Stockholm,Individual,Gold,3801.337,seconds,5,6,6,0,0,170,497,1912,3,No,Valentin Lalev,182.4,72.7,Technical violation,6.09097E-80,2.67172E-32
ATH-07974,Zheng Kamau,Male,38,11/1/1986,AUT,Austria,Judo,Half-Middleweight,Summer,1900,Paris,Individual,No Medal,5.073,ippon,3,3,3,0,0,59,196,1896,18,No,Wei Ping,180,91,Equipment issue,6.71418E-79,3.01441E-40
ATH-07975,Adam Bernard,Male,36,12/14/1988,TUR,Turkey,Bobsled,4-man M,Winter,1964,Innsbruck,Team,No Medal,190.472,seconds,1,1,1,0,0,40,99,1908,22,Olympic Record,Bao Chünlai,186.8,89.5,Record broken next day,7.47809E-82,1.35096E-39
ATH-07976,Karen Tadesse,Female,33,8/24/1991,FRA,France,Cycling,Omnium,Summer,1920,Antwerp,Individual,No Medal,10386.537,seconds,1,7,5,0,2,248,844,1896,3,No,Valentin Lalev,180.6,78.6,First from country,3.68482E-79,7.31903E-35
ATH-07977,Christine Han,Female,39,11/10/1985,SWE,Sweden,Speed Skating,1000m M,Winter,2006,Turin,Individual,Bronze,550.886,seconds,2,1,0,0,1,200,648,1896,4,No,Hiroshi Hoketsu,176.7,75.4,-,1.82039E-77,1.79554E-33
ATH-07978,Nataliya Grigoryan,Female,34,2/27/1990,ESP,Spain,Swimming,200m Breaststroke,Summer,1920,Antwerp,Individual,No Medal,539.697,seconds,4,4,0,1,3,50,170,1900,18,No,Bob Bowman,188.1,69,-,2.03802E-82,1.08064E-30
ATH-07979,Steven Yang,Male,19,7/21/2005,ESP,Spain,Cross-Country Skiing,50km M,Winter,2002,Salt Lake City,Team,No Medal,2257.246,seconds,2,0,0,0,0,50,170,1900,18,No,Alberto Salazar,175.2,64.4,-,8.15843E-77,1.07507E-28
ATH-07980,Mykhailo Perez,Male,41,7/9/1983,IND,India,Fencing,Epee Team M,Summer,1904,St. Louis,Individual,Silver,9.363,touches,2,3,1,1,1,10,35,1900,48,No,Andrei Chemerkin,176.8,73.5,Equipment issue,1.64716E-77,1.20048E-32
ATH-07981,Mary Karimov,Female,34,12/4/1990,SWE,Sweden,Short Track Speed Skating,500m W,Winter,2010,Vancouver,Individual,Silver,185.539,seconds,3,6,2,2,2,200,648,1896,4,No,Glen Mills,173.7,66.8,Equipment issue,3.65636E-76,9.75278E-30
ATH-07982,James Taylor,Male,20,7/8/2004,DPR,North Korea,Archery,Mixed Team,Summer,2020,Tokyo,Individual,No Medal,272.534,points,4,7,5,2,0,16,54,1964,35,No,Lauren Lynde,173.2,78.3,Record broken next day,6.02831E-76,9.87966E-35
ATH-07983,Natsuki Rodriguez,Male,25,7/5/1999,USA,United States,Rowing,Double Sculls M,Summer,1900,Paris,Individual,No Medal,552.165,seconds,4,3,2,0,1,1061,2638,1896,1,No,Gennadi Touretski,189.8,79.8,Disqualified (false start),3.72312E-83,2.20445E-35
ATH-07984,Mei Fraser-Pryce,Female,34,8/2/1990,HUN,Hungary,Canoe/Kayak,C-2 500m M,Summer,2016,Rio de Janeiro,Individual,Bronze,456.187,seconds,1,1,0,0,1,182,536,1896,5,No,Marcus O'Sullivan,192.5,98.8,-,2.50214E-84,1.23511E-43
ATH-07985,Lilit Zhang,Female,19,6/3/2005,RUS,Russia,Triathlon,Mixed Relay,Summer,2008,Beijing,Individual,No Medal,4121.913,seconds,5,7,1,1,5,194,531,1994,2,No,Virgilijus Alekna,176.7,74.1,-,1.82039E-77,6.58838E-33
ATH-07986,Sandrine Ferrari,Female,39,9/6/1985,JAM,Jamaica,Biathlon,Mass Start W,Winter,1988,Calgary,Team,No Medal,2533.757,seconds,2,6,5,0,1,28,94,1948,22,No,Bao Chünlai,194.9,73,Personal Best,2.26989E-85,1.97926E-32
ATH-07987,Darya Singh,Female,32,7/5/1992,USA,United States,Weightlifting,102kg,Summer,1908,London,Individual,No Medal,420.484,kg,1,0,0,0,0,1061,2638,1896,1,No,Franz Stampfl,193.7,87.7,Comeback after injury,7.53631E-85,8.17286E-39
ATH-07988,Vikram Lochte,Male,34,10/26/1990,CAN,Canada,Rowing,Quadruple Sculls M,Summer,1900,Paris,Individual,No Medal,504.067,seconds,2,8,2,2,4,118,381,1900,6,No,Marcus O'Sullivan,185.9,93.1,Season Best,1.83931E-81,3.69134E-41
ATH-07989,Svetlana Bekele,Female,15,8/6/2009,IND,India,Basketball,Women's Basketball,Summer,1908,London,Team,Gold,40.127,points,5,2,1,1,0,10,35,1900,48,No,Virgilijus Alekna,209.4,108,Photo-finish silver,1.14482E-91,1.24795E-47
ATH-07990,Romain Jackson,Male,20,12/21/2004,URS,Soviet Union,Luge,Men's Doubles,Winter,1980,Lake Placid,Team,No Medal,79.315,seconds,1,2,1,0,1,473,1122,1952,1,No,Renato Canova,171.1,80,Technical violation,4.92282E-75,1.80485E-35
ATH-07991,Rui Jung,Male,30,12/1/1994,PRK,North Korea,Judo,Half-Heavyweight,Summer,2012,London,Individual,No Medal,9.224,ippon,3,1,1,0,0,16,54,1964,35,No,Khristo Hristov,172,70.7,-,2.00147E-75,1.97415E-31
ATH-07992,Magnus Brown,Male,25,3/23/1999,BEL,Belgium,Speed Skating,5000m M,Winter,1948,St. Moritz,Individual,No Medal,359.222,seconds,3,2,2,0,0,43,158,1900,20,No,Hiroshi Hoketsu,193.9,65.6,Record broken next day,6.17021E-85,3.23804E-29
ATH-07993,Hasmik Robinson,Female,27,12/14/1997,KOR,South Korea,Luge,Men's Doubles,Winter,2022,Beijing,Team,Silver,127.465,seconds,2,1,0,1,0,99,266,1948,5,No,Bao Chünlai,179.1,88.9,-,1.65142E-78,2.46162E-39
ATH-07994,Zheng Popescu,Male,36,8/13/1988,CUB,Cuba,Swimming,1500m Freestyle,Summer,1908,London,Individual,No Medal,586.043,seconds,3,1,1,0,0,82,226,1900,8,No,Glen Mills,173.4,71.6,Weather-affected,4.93556E-76,8.02629E-32
ATH-07995,Jiajun Liu,Male,15,2/16/2009,GRE,Greece,Basketball,3x3 Men's,Summer,1908,London,Team,No Medal,43.24,points,3,8,4,3,1,34,116,1896,10,No,Jon Drummond,174,107.6,Youngest competitor,2.7087E-76,1.86172E-47
ATH-07996,Mark Martin,Male,17,8/2/2007,ESP,Spain,Judo,Half-Lightweight,Summer,1912,Stockholm,Individual,No Medal,2.946,ippon,3,2,0,2,0,50,170,1900,18,Olympic Record,Vladimir Alekna,166.8,85.2,Technical violation,3.62811E-73,9.95658E-38
ATH-07997,Enkhjargal Müller,Female,27,8/22/1997,RSA,South Africa,Canoe/Kayak,K-1 500m W,Summer,1908,London,Individual,No Medal,365.283,seconds,3,6,5,0,1,23,90,1904,30,No,Li Yongbo,197.7,65.8,First from country,1.38032E-86,2.65108E-29
ATH-07998,Vasyl Rusu,Male,31,8/10/1993,GBR,Great Britain,Basketball,Women's Basketball,Summer,1900,Paris,Team,No Medal,25.244,points,5,8,3,4,1,285,896,1896,2,No,Virgilijus Alekna,189.9,86.6,Comeback after injury,3.36882E-83,2.45526E-38
ATH-07999,Rui Kato,Male,31,5/20/1993,HUN,Hungary,Fencing,Foil Individual M,Summer,1896,Athens,Individual,No Medal,7.926,touches,5,2,1,0,1,182,536,1896,5,No,Arthur Lydiard,185.8,68.8,Youngest competitor,2.03276E-81,1.3199E-30
ATH-08000,Maria Kipchoge,Female,36,4/2/1988,BUL,Bulgaria,Ice Hockey,Men's Ice Hockey,Winter,1972,Sapporo,Team,No Medal,8.159,goals,3,5,3,0,2,54,224,1896,15,No,Valentin Lalev,189.3,97.7,Photo-finish silver,6.13839E-83,3.71047E-43
ATH-08001,Lisa Clark,Female,21,6/16/2003,ESP,Spain,Football (Soccer),Women's Football,Summer,1906,Athens,Team,No Medal,12.15,goals,4,3,3,0,0,50,170,1900,18,No,Renato Canova,169.1,85.1,Record broken next day,3.6375E-74,1.10037E-37
ATH-08002,Sofia Dupont,Female,41,11/13/1983,PAK,Pakistan,Cross-Country Skiing,Sprint M,Winter,2014,Sochi,Team,Bronze,664.152,seconds,3,2,0,1,1,10,22,1948,45,No,Li Yongbo,170.8,64.4,-,6.64511E-75,1.07507E-28
